history_id,date,pair,base,quote,rate,provider,quality_tier
USD_GBP-2023-09-12,2023-09-12,USD_GBP,USD,GBP,0.77029,manual_uploaded_rates,manual
GBP_EUR-2023-09-12,2023-09-12,GBP_EUR,GBP,EUR,1.165311,manual_uploaded_rates,manual
GBP_INR-2023-09-13,2023-09-13,GBP_INR,GBP,INR,107.0632,manual_uploaded_rates,manual
USD_INR-2023-09-13,2023-09-13,USD_INR,USD,INR,82.4406,manual_uploaded_rates,manual
EUR_INR-2023-09-13,2023-09-13,EUR_INR,EUR,INR,90.6876,manual_uploaded_rates,manual
GBP_USD-2023-09-13,2023-09-13,GBP_USD,GBP,USD,1.274091,manual_uploaded_rates,manual
EUR_GBP-2023-09-13,2023-09-13,EUR_GBP,EUR,GBP,0.829641,manual_uploaded_rates,manual
EUR_USD-2023-09-13,2023-09-13,EUR_USD,EUR,USD,1.076558,manual_uploaded_rates,manual
USD_GBP-2023-09-13,2023-09-13,USD_GBP,USD,GBP,0.770381,manual_uploaded_rates,manual
GBP_EUR-2023-09-13,2023-09-13,GBP_EUR,GBP,EUR,1.165448,manual_uploaded_rates,manual
GBP_INR-2023-09-14,2023-09-14,GBP_INR,GBP,INR,107.0719,manual_uploaded_rates,manual
USD_INR-2023-09-14,2023-09-14,USD_INR,USD,INR,82.4474,manual_uploaded_rates,manual
EUR_INR-2023-09-14,2023-09-14,EUR_INR,EUR,INR,90.6951,manual_uploaded_rates,manual
GBP_USD-2023-09-14,2023-09-14,GBP_USD,GBP,USD,1.274195,manual_uploaded_rates,manual
EUR_GBP-2023-09-14,2023-09-14,EUR_GBP,EUR,GBP,0.829709,manual_uploaded_rates,manual
EUR_USD-2023-09-14,2023-09-14,EUR_USD,EUR,USD,1.076646,manual_uploaded_rates,manual
USD_GBP-2023-09-14,2023-09-14,USD_GBP,USD,GBP,0.770444,manual_uploaded_rates,manual
GBP_EUR-2023-09-14,2023-09-14,GBP_EUR,GBP,EUR,1.165543,manual_uploaded_rates,manual
GBP_INR-2023-09-15,2023-09-15,GBP_INR,GBP,INR,107.0761,manual_uploaded_rates,manual
USD_INR-2023-09-15,2023-09-15,USD_INR,USD,INR,82.4506,manual_uploaded_rates,manual
EUR_INR-2023-09-15,2023-09-15,EUR_INR,EUR,INR,90.6986,manual_uploaded_rates,manual
GBP_USD-2023-09-15,2023-09-15,GBP_USD,GBP,USD,1.274245,manual_uploaded_rates,manual
EUR_GBP-2023-09-15,2023-09-15,EUR_GBP,EUR,GBP,0.829741,manual_uploaded_rates,manual
EUR_USD-2023-09-15,2023-09-15,EUR_USD,EUR,USD,1.076688,manual_uploaded_rates,manual
USD_GBP-2023-09-15,2023-09-15,USD_GBP,USD,GBP,0.770474,manual_uploaded_rates,manual
GBP_EUR-2023-09-15,2023-09-15,GBP_EUR,GBP,EUR,1.165589,manual_uploaded_rates,manual
GBP_INR-2023-09-16,2023-09-16,GBP_INR,GBP,INR,107.075,manual_uploaded_rates,manual
USD_INR-2023-09-16,2023-09-16,USD_INR,USD,INR,82.4497,manual_uploaded_rates,manual
EUR_INR-2023-09-16,2023-09-16,EUR_INR,EUR,INR,90.6977,manual_uploaded_rates,manual
GBP_USD-2023-09-16,2023-09-16,GBP_USD,GBP,USD,1.274232,manual_uploaded_rates,manual
EUR_GBP-2023-09-16,2023-09-16,EUR_GBP,EUR,GBP,0.829732,manual_uploaded_rates,manual
EUR_USD-2023-09-16,2023-09-16,EUR_USD,EUR,USD,1.076677,manual_uploaded_rates,manual
USD_GBP-2023-09-16,2023-09-16,USD_GBP,USD,GBP,0.770466,manual_uploaded_rates,manual
GBP_EUR-2023-09-16,2023-09-16,GBP_EUR,GBP,EUR,1.165576,manual_uploaded_rates,manual
GBP_INR-2023-09-17,2023-09-17,GBP_INR,GBP,INR,107.068,manual_uploaded_rates,manual
USD_INR-2023-09-17,2023-09-17,USD_INR,USD,INR,82.4443,manual_uploaded_rates,manual
EUR_INR-2023-09-17,2023-09-17,EUR_INR,EUR,INR,90.6917,manual_uploaded_rates,manual
GBP_USD-2023-09-17,2023-09-17,GBP_USD,GBP,USD,1.274148,manual_uploaded_rates,manual
EUR_GBP-2023-09-17,2023-09-17,EUR_GBP,EUR,GBP,0.829678,manual_uploaded_rates,manual
EUR_USD-2023-09-17,2023-09-17,EUR_USD,EUR,USD,1.076606,manual_uploaded_rates,manual
USD_GBP-2023-09-17,2023-09-17,USD_GBP,USD,GBP,0.770415,manual_uploaded_rates,manual
GBP_EUR-2023-09-17,2023-09-17,GBP_EUR,GBP,EUR,1.1655,manual_uploaded_rates,manual
GBP_INR-2023-09-18,2023-09-18,GBP_INR,GBP,INR,107.0545,manual_uploaded_rates,manual
USD_INR-2023-09-18,2023-09-18,USD_INR,USD,INR,82.4339,manual_uploaded_rates,manual
EUR_INR-2023-09-18,2023-09-18,EUR_INR,EUR,INR,90.6803,manual_uploaded_rates,manual
GBP_USD-2023-09-18,2023-09-18,GBP_USD,GBP,USD,1.273988,manual_uploaded_rates,manual
EUR_GBP-2023-09-18,2023-09-18,EUR_GBP,EUR,GBP,0.829574,manual_uploaded_rates,manual
EUR_USD-2023-09-18,2023-09-18,EUR_USD,EUR,USD,1.07647,manual_uploaded_rates,manual
USD_GBP-2023-09-18,2023-09-18,USD_GBP,USD,GBP,0.770318,manual_uploaded_rates,manual
GBP_EUR-2023-09-18,2023-09-18,GBP_EUR,GBP,EUR,1.165353,manual_uploaded_rates,manual
GBP_INR-2023-09-19,2023-09-19,GBP_INR,GBP,INR,107.0342,manual_uploaded_rates,manual
USD_INR-2023-09-19,2023-09-19,USD_INR,USD,INR,82.4183,manual_uploaded_rates,manual
EUR_INR-2023-09-19,2023-09-19,EUR_INR,EUR,INR,90.6631,manual_uploaded_rates,manual
GBP_USD-2023-09-19,2023-09-19,GBP_USD,GBP,USD,1.273747,manual_uploaded_rates,manual
EUR_GBP-2023-09-19,2023-09-19,EUR_GBP,EUR,GBP,0.829417,manual_uploaded_rates,manual
EUR_USD-2023-09-19,2023-09-19,EUR_USD,EUR,USD,1.076267,manual_uploaded_rates,manual
USD_GBP-2023-09-19,2023-09-19,USD_GBP,USD,GBP,0.770172,manual_uploaded_rates,manual
GBP_EUR-2023-09-19,2023-09-19,GBP_EUR,GBP,EUR,1.165133,manual_uploaded_rates,manual
GBP_INR-2023-09-20,2023-09-20,GBP_INR,GBP,INR,107.0069,manual_uploaded_rates,manual
USD_INR-2023-09-20,2023-09-20,USD_INR,USD,INR,82.3973,manual_uploaded_rates,manual
EUR_INR-2023-09-20,2023-09-20,EUR_INR,EUR,INR,90.64,manual_uploaded_rates,manual
GBP_USD-2023-09-20,2023-09-20,GBP_USD,GBP,USD,1.273421,manual_uploaded_rates,manual
EUR_GBP-2023-09-20,2023-09-20,EUR_GBP,EUR,GBP,0.829205,manual_uploaded_rates,manual
EUR_USD-2023-09-20,2023-09-20,EUR_USD,EUR,USD,1.075992,manual_uploaded_rates,manual
USD_GBP-2023-09-20,2023-09-20,USD_GBP,USD,GBP,0.769976,manual_uploaded_rates,manual
GBP_EUR-2023-09-20,2023-09-20,GBP_EUR,GBP,EUR,1.164835,manual_uploaded_rates,manual
GBP_INR-2023-09-21,2023-09-21,GBP_INR,GBP,INR,106.9723,manual_uploaded_rates,manual
USD_INR-2023-09-21,2023-09-21,USD_INR,USD,INR,82.3707,manual_uploaded_rates,manual
EUR_INR-2023-09-21,2023-09-21,EUR_INR,EUR,INR,90.6107,manual_uploaded_rates,manual
GBP_USD-2023-09-21,2023-09-21,GBP_USD,GBP,USD,1.27301,manual_uploaded_rates,manual
EUR_GBP-2023-09-21,2023-09-21,EUR_GBP,EUR,GBP,0.828937,manual_uploaded_rates,manual
EUR_USD-2023-09-21,2023-09-21,EUR_USD,EUR,USD,1.075644,manual_uploaded_rates,manual
USD_GBP-2023-09-21,2023-09-21,USD_GBP,USD,GBP,0.769727,manual_uploaded_rates,manual
GBP_EUR-2023-09-21,2023-09-21,GBP_EUR,GBP,EUR,1.164459,manual_uploaded_rates,manual
GBP_INR-2023-09-22,2023-09-22,GBP_INR,GBP,INR,106.9306,manual_uploaded_rates,manual
USD_INR-2023-09-22,2023-09-22,USD_INR,USD,INR,82.3385,manual_uploaded_rates,manual
EUR_INR-2023-09-22,2023-09-22,EUR_INR,EUR,INR,90.5753,manual_uploaded_rates,manual
GBP_USD-2023-09-22,2023-09-22,GBP_USD,GBP,USD,1.272514,manual_uploaded_rates,manual
EUR_GBP-2023-09-22,2023-09-22,EUR_GBP,EUR,GBP,0.828613,manual_uploaded_rates,manual
EUR_USD-2023-09-22,2023-09-22,EUR_USD,EUR,USD,1.075225,manual_uploaded_rates,manual
USD_GBP-2023-09-22,2023-09-22,USD_GBP,USD,GBP,0.769427,manual_uploaded_rates,manual
GBP_EUR-2023-09-22,2023-09-22,GBP_EUR,GBP,EUR,1.164005,manual_uploaded_rates,manual
GBP_INR-2023-09-23,2023-09-23,GBP_INR,GBP,INR,106.8818,manual_uploaded_rates,manual
USD_INR-2023-09-23,2023-09-23,USD_INR,USD,INR,82.301,manual_uploaded_rates,manual
EUR_INR-2023-09-23,2023-09-23,EUR_INR,EUR,INR,90.534,manual_uploaded_rates,manual
GBP_USD-2023-09-23,2023-09-23,GBP_USD,GBP,USD,1.271933,manual_uploaded_rates,manual
EUR_GBP-2023-09-23,2023-09-23,EUR_GBP,EUR,GBP,0.828235,manual_uploaded_rates,manual
EUR_USD-2023-09-23,2023-09-23,EUR_USD,EUR,USD,1.074734,manual_uploaded_rates,manual
USD_GBP-2023-09-23,2023-09-23,USD_GBP,USD,GBP,0.769076,manual_uploaded_rates,manual
GBP_EUR-2023-09-23,2023-09-23,GBP_EUR,GBP,EUR,1.163474,manual_uploaded_rates,manual
GBP_INR-2023-09-24,2023-09-24,GBP_INR,GBP,INR,106.8262,manual_uploaded_rates,manual
USD_INR-2023-09-24,2023-09-24,USD_INR,USD,INR,82.2582,manual_uploaded_rates,manual
EUR_INR-2023-09-24,2023-09-24,EUR_INR,EUR,INR,90.487,manual_uploaded_rates,manual
GBP_USD-2023-09-24,2023-09-24,GBP_USD,GBP,USD,1.271272,manual_uploaded_rates,manual
EUR_GBP-2023-09-24,2023-09-24,EUR_GBP,EUR,GBP,0.827805,manual_uploaded_rates,manual
EUR_USD-2023-09-24,2023-09-24,EUR_USD,EUR,USD,1.074175,manual_uploaded_rates,manual
USD_GBP-2023-09-24,2023-09-24,USD_GBP,USD,GBP,0.768676,manual_uploaded_rates,manual
GBP_EUR-2023-09-24,2023-09-24,GBP_EUR,GBP,EUR,1.162869,manual_uploaded_rates,manual
GBP_INR-2023-09-25,2023-09-25,GBP_INR,GBP,INR,106.7643,manual_uploaded_rates,manual
USD_INR-2023-09-25,2023-09-25,USD_INR,USD,INR,82.2105,manual_uploaded_rates,manual
EUR_INR-2023-09-25,2023-09-25,EUR_INR,EUR,INR,90.4345,manual_uploaded_rates,manual
GBP_USD-2023-09-25,2023-09-25,GBP_USD,GBP,USD,1.270535,manual_uploaded_rates,manual
EUR_GBP-2023-09-25,2023-09-25,EUR_GBP,EUR,GBP,0.827325,manual_uploaded_rates,manual
EUR_USD-2023-09-25,2023-09-25,EUR_USD,EUR,USD,1.073553,manual_uploaded_rates,manual
USD_GBP-2023-09-25,2023-09-25,USD_GBP,USD,GBP,0.76823,manual_uploaded_rates,manual
GBP_EUR-2023-09-25,2023-09-25,GBP_EUR,GBP,EUR,1.162195,manual_uploaded_rates,manual
GBP_INR-2023-09-26,2023-09-26,GBP_INR,GBP,INR,106.6966,manual_uploaded_rates,manual
USD_INR-2023-09-26,2023-09-26,USD_INR,USD,INR,82.1583,manual_uploaded_rates,manual
EUR_INR-2023-09-26,2023-09-26,EUR_INR,EUR,INR,90.3771,manual_uploaded_rates,manual
GBP_USD-2023-09-26,2023-09-26,GBP_USD,GBP,USD,1.269729,manual_uploaded_rates,manual
EUR_GBP-2023-09-26,2023-09-26,EUR_GBP,EUR,GBP,0.8268,manual_uploaded_rates,manual
EUR_USD-2023-09-26,2023-09-26,EUR_USD,EUR,USD,1.072872,manual_uploaded_rates,manual
USD_GBP-2023-09-26,2023-09-26,USD_GBP,USD,GBP,0.767743,manual_uploaded_rates,manual
GBP_EUR-2023-09-26,2023-09-26,GBP_EUR,GBP,EUR,1.161457,manual_uploaded_rates,manual
GBP_INR-2023-09-27,2023-09-27,GBP_INR,GBP,INR,106.6237,manual_uploaded_rates,manual
USD_INR-2023-09-27,2023-09-27,USD_INR,USD,INR,82.1022,manual_uploaded_rates,manual
EUR_INR-2023-09-27,2023-09-27,EUR_INR,EUR,INR,90.3154,manual_uploaded_rates,manual
GBP_USD-2023-09-27,2023-09-27,GBP_USD,GBP,USD,1.268861,manual_uploaded_rates,manual
EUR_GBP-2023-09-27,2023-09-27,EUR_GBP,EUR,GBP,0.826235,manual_uploaded_rates,manual
EUR_USD-2023-09-27,2023-09-27,EUR_USD,EUR,USD,1.072139,manual_uploaded_rates,manual
USD_GBP-2023-09-27,2023-09-27,USD_GBP,USD,GBP,0.767218,manual_uploaded_rates,manual
GBP_EUR-2023-09-27,2023-09-27,GBP_EUR,GBP,EUR,1.160664,manual_uploaded_rates,manual
GBP_INR-2023-09-28,2023-09-28,GBP_INR,GBP,INR,106.5464,manual_uploaded_rates,manual
USD_INR-2023-09-28,2023-09-28,USD_INR,USD,INR,82.0427,manual_uploaded_rates,manual
EUR_INR-2023-09-28,2023-09-28,EUR_INR,EUR,INR,90.2499,manual_uploaded_rates,manual
GBP_USD-2023-09-28,2023-09-28,GBP_USD,GBP,USD,1.267941,manual_uploaded_rates,manual
EUR_GBP-2023-09-28,2023-09-28,EUR_GBP,EUR,GBP,0.825636,manual_uploaded_rates,manual
EUR_USD-2023-09-28,2023-09-28,EUR_USD,EUR,USD,1.071361,manual_uploaded_rates,manual
USD_GBP-2023-09-28,2023-09-28,USD_GBP,USD,GBP,0.766662,manual_uploaded_rates,manual
GBP_EUR-2023-09-28,2023-09-28,GBP_EUR,GBP,EUR,1.159822,manual_uploaded_rates,manual
GBP_INR-2023-09-29,2023-09-29,GBP_INR,GBP,INR,106.4655,manual_uploaded_rates,manual
USD_INR-2023-09-29,2023-09-29,USD_INR,USD,INR,81.9804,manual_uploaded_rates,manual
EUR_INR-2023-09-29,2023-09-29,EUR_INR,EUR,INR,90.1814,manual_uploaded_rates,manual
GBP_USD-2023-09-29,2023-09-29,GBP_USD,GBP,USD,1.266979,manual_uploaded_rates,manual
EUR_GBP-2023-09-29,2023-09-29,EUR_GBP,EUR,GBP,0.825009,manual_uploaded_rates,manual
EUR_USD-2023-09-29,2023-09-29,EUR_USD,EUR,USD,1.070548,manual_uploaded_rates,manual
USD_GBP-2023-09-29,2023-09-29,USD_GBP,USD,GBP,0.76608,manual_uploaded_rates,manual
GBP_EUR-2023-09-29,2023-09-29,GBP_EUR,GBP,EUR,1.158942,manual_uploaded_rates,manual
GBP_INR-2023-09-30,2023-09-30,GBP_INR,GBP,INR,106.3819,manual_uploaded_rates,manual
USD_INR-2023-09-30,2023-09-30,USD_INR,USD,INR,81.9161,manual_uploaded_rates,manual
EUR_INR-2023-09-30,2023-09-30,EUR_INR,EUR,INR,90.1106,manual_uploaded_rates,manual
GBP_USD-2023-09-30,2023-09-30,GBP_USD,GBP,USD,1.265984,manual_uploaded_rates,manual
EUR_GBP-2023-09-30,2023-09-30,EUR_GBP,EUR,GBP,0.824362,manual_uploaded_rates,manual
EUR_USD-2023-09-30,2023-09-30,EUR_USD,EUR,USD,1.069708,manual_uploaded_rates,manual
USD_GBP-2023-09-30,2023-09-30,USD_GBP,USD,GBP,0.765479,manual_uploaded_rates,manual
GBP_EUR-2023-09-30,2023-09-30,GBP_EUR,GBP,EUR,1.158032,manual_uploaded_rates,manual
GBP_INR-2023-10-01,2023-10-01,GBP_INR,GBP,INR,106.2967,manual_uploaded_rates,manual
USD_INR-2023-10-01,2023-10-01,USD_INR,USD,INR,81.8504,manual_uploaded_rates,manual
EUR_INR-2023-10-01,2023-10-01,EUR_INR,EUR,INR,90.0384,manual_uploaded_rates,manual
GBP_USD-2023-10-01,2023-10-01,GBP_USD,GBP,USD,1.26497,manual_uploaded_rates,manual
EUR_GBP-2023-10-01,2023-10-01,EUR_GBP,EUR,GBP,0.823701,manual_uploaded_rates,manual
EUR_USD-2023-10-01,2023-10-01,EUR_USD,EUR,USD,1.068851,manual_uploaded_rates,manual
USD_GBP-2023-10-01,2023-10-01,USD_GBP,USD,GBP,0.764866,manual_uploaded_rates,manual
GBP_EUR-2023-10-01,2023-10-01,GBP_EUR,GBP,EUR,1.157104,manual_uploaded_rates,manual
GBP_INR-2023-10-02,2023-10-02,GBP_INR,GBP,INR,106.2108,manual_uploaded_rates,manual
USD_INR-2023-10-02,2023-10-02,USD_INR,USD,INR,81.7843,manual_uploaded_rates,manual
EUR_INR-2023-10-02,2023-10-02,EUR_INR,EUR,INR,89.9657,manual_uploaded_rates,manual
GBP_USD-2023-10-02,2023-10-02,GBP_USD,GBP,USD,1.263948,manual_uploaded_rates,manual
EUR_GBP-2023-10-02,2023-10-02,EUR_GBP,EUR,GBP,0.823036,manual_uploaded_rates,manual
EUR_USD-2023-10-02,2023-10-02,EUR_USD,EUR,USD,1.067987,manual_uploaded_rates,manual
USD_GBP-2023-10-02,2023-10-02,USD_GBP,USD,GBP,0.764248,manual_uploaded_rates,manual
GBP_EUR-2023-10-02,2023-10-02,GBP_EUR,GBP,EUR,1.156169,manual_uploaded_rates,manual
GBP_INR-2023-10-03,2023-10-03,GBP_INR,GBP,INR,106.1253,manual_uploaded_rates,manual
USD_INR-2023-10-03,2023-10-03,USD_INR,USD,INR,81.7184,manual_uploaded_rates,manual
EUR_INR-2023-10-03,2023-10-03,EUR_INR,EUR,INR,89.8932,manual_uploaded_rates,manual
GBP_USD-2023-10-03,2023-10-03,GBP_USD,GBP,USD,1.26293,manual_uploaded_rates,manual
EUR_GBP-2023-10-03,2023-10-03,EUR_GBP,EUR,GBP,0.822373,manual_uploaded_rates,manual
EUR_USD-2023-10-03,2023-10-03,EUR_USD,EUR,USD,1.067127,manual_uploaded_rates,manual
USD_GBP-2023-10-03,2023-10-03,USD_GBP,USD,GBP,0.763632,manual_uploaded_rates,manual
GBP_EUR-2023-10-03,2023-10-03,GBP_EUR,GBP,EUR,1.155238,manual_uploaded_rates,manual
GBP_INR-2023-10-04,2023-10-04,GBP_INR,GBP,INR,106.0411,manual_uploaded_rates,manual
USD_INR-2023-10-04,2023-10-04,USD_INR,USD,INR,81.6536,manual_uploaded_rates,manual
EUR_INR-2023-10-04,2023-10-04,EUR_INR,EUR,INR,89.8219,manual_uploaded_rates,manual
GBP_USD-2023-10-04,2023-10-04,GBP_USD,GBP,USD,1.261928,manual_uploaded_rates,manual
EUR_GBP-2023-10-04,2023-10-04,EUR_GBP,EUR,GBP,0.821721,manual_uploaded_rates,manual
EUR_USD-2023-10-04,2023-10-04,EUR_USD,EUR,USD,1.06628,manual_uploaded_rates,manual
USD_GBP-2023-10-04,2023-10-04,USD_GBP,USD,GBP,0.763026,manual_uploaded_rates,manual
GBP_EUR-2023-10-04,2023-10-04,GBP_EUR,GBP,EUR,1.154322,manual_uploaded_rates,manual
GBP_INR-2023-10-05,2023-10-05,GBP_INR,GBP,INR,105.9593,manual_uploaded_rates,manual
USD_INR-2023-10-05,2023-10-05,USD_INR,USD,INR,81.5906,manual_uploaded_rates,manual
EUR_INR-2023-10-05,2023-10-05,EUR_INR,EUR,INR,89.7526,manual_uploaded_rates,manual
GBP_USD-2023-10-05,2023-10-05,GBP_USD,GBP,USD,1.260955,manual_uploaded_rates,manual
EUR_GBP-2023-10-05,2023-10-05,EUR_GBP,EUR,GBP,0.821087,manual_uploaded_rates,manual
EUR_USD-2023-10-05,2023-10-05,EUR_USD,EUR,USD,1.065458,manual_uploaded_rates,manual
USD_GBP-2023-10-05,2023-10-05,USD_GBP,USD,GBP,0.762438,manual_uploaded_rates,manual
GBP_EUR-2023-10-05,2023-10-05,GBP_EUR,GBP,EUR,1.153432,manual_uploaded_rates,manual
GBP_INR-2023-10-06,2023-10-06,GBP_INR,GBP,INR,105.8809,manual_uploaded_rates,manual
USD_INR-2023-10-06,2023-10-06,USD_INR,USD,INR,81.5302,manual_uploaded_rates,manual
EUR_INR-2023-10-06,2023-10-06,EUR_INR,EUR,INR,89.6862,manual_uploaded_rates,manual
GBP_USD-2023-10-06,2023-10-06,GBP_USD,GBP,USD,1.260021,manual_uploaded_rates,manual
EUR_GBP-2023-10-06,2023-10-06,EUR_GBP,EUR,GBP,0.820479,manual_uploaded_rates,manual
EUR_USD-2023-10-06,2023-10-06,EUR_USD,EUR,USD,1.064669,manual_uploaded_rates,manual
USD_GBP-2023-10-06,2023-10-06,USD_GBP,USD,GBP,0.761873,manual_uploaded_rates,manual
GBP_EUR-2023-10-06,2023-10-06,GBP_EUR,GBP,EUR,1.152578,manual_uploaded_rates,manual
GBP_INR-2023-10-07,2023-10-07,GBP_INR,GBP,INR,105.8067,manual_uploaded_rates,manual
USD_INR-2023-10-07,2023-10-07,USD_INR,USD,INR,81.4731,manual_uploaded_rates,manual
EUR_INR-2023-10-07,2023-10-07,EUR_INR,EUR,INR,89.6234,manual_uploaded_rates,manual
GBP_USD-2023-10-07,2023-10-07,GBP_USD,GBP,USD,1.259139,manual_uploaded_rates,manual
EUR_GBP-2023-10-07,2023-10-07,EUR_GBP,EUR,GBP,0.819904,manual_uploaded_rates,manual
EUR_USD-2023-10-07,2023-10-07,EUR_USD,EUR,USD,1.063923,manual_uploaded_rates,manual
USD_GBP-2023-10-07,2023-10-07,USD_GBP,USD,GBP,0.76134,manual_uploaded_rates,manual
GBP_EUR-2023-10-07,2023-10-07,GBP_EUR,GBP,EUR,1.15177,manual_uploaded_rates,manual
GBP_INR-2023-10-08,2023-10-08,GBP_INR,GBP,INR,105.7376,manual_uploaded_rates,manual
USD_INR-2023-10-08,2023-10-08,USD_INR,USD,INR,81.4199,manual_uploaded_rates,manual
EUR_INR-2023-10-08,2023-10-08,EUR_INR,EUR,INR,89.5648,manual_uploaded_rates,manual
GBP_USD-2023-10-08,2023-10-08,GBP_USD,GBP,USD,1.258317,manual_uploaded_rates,manual
EUR_GBP-2023-10-08,2023-10-08,EUR_GBP,EUR,GBP,0.819369,manual_uploaded_rates,manual
EUR_USD-2023-10-08,2023-10-08,EUR_USD,EUR,USD,1.063229,manual_uploaded_rates,manual
USD_GBP-2023-10-08,2023-10-08,USD_GBP,USD,GBP,0.760843,manual_uploaded_rates,manual
GBP_EUR-2023-10-08,2023-10-08,GBP_EUR,GBP,EUR,1.151018,manual_uploaded_rates,manual
GBP_INR-2023-10-09,2023-10-09,GBP_INR,GBP,INR,105.6744,manual_uploaded_rates,manual
USD_INR-2023-10-09,2023-10-09,USD_INR,USD,INR,81.3712,manual_uploaded_rates,manual
EUR_INR-2023-10-09,2023-10-09,EUR_INR,EUR,INR,89.5113,manual_uploaded_rates,manual
GBP_USD-2023-10-09,2023-10-09,GBP_USD,GBP,USD,1.257564,manual_uploaded_rates,manual
EUR_GBP-2023-10-09,2023-10-09,EUR_GBP,EUR,GBP,0.818879,manual_uploaded_rates,manual
EUR_USD-2023-10-09,2023-10-09,EUR_USD,EUR,USD,1.062593,manual_uploaded_rates,manual
USD_GBP-2023-10-09,2023-10-09,USD_GBP,USD,GBP,0.760388,manual_uploaded_rates,manual
GBP_EUR-2023-10-09,2023-10-09,GBP_EUR,GBP,EUR,1.15033,manual_uploaded_rates,manual
GBP_INR-2023-10-10,2023-10-10,GBP_INR,GBP,INR,105.6177,manual_uploaded_rates,manual
USD_INR-2023-10-10,2023-10-10,USD_INR,USD,INR,81.3275,manual_uploaded_rates,manual
EUR_INR-2023-10-10,2023-10-10,EUR_INR,EUR,INR,89.4632,manual_uploaded_rates,manual
GBP_USD-2023-10-10,2023-10-10,GBP_USD,GBP,USD,1.256889,manual_uploaded_rates,manual
EUR_GBP-2023-10-10,2023-10-10,EUR_GBP,EUR,GBP,0.818439,manual_uploaded_rates,manual
EUR_USD-2023-10-10,2023-10-10,EUR_USD,EUR,USD,1.062023,manual_uploaded_rates,manual
USD_GBP-2023-10-10,2023-10-10,USD_GBP,USD,GBP,0.759979,manual_uploaded_rates,manual
GBP_EUR-2023-10-10,2023-10-10,GBP_EUR,GBP,EUR,1.149712,manual_uploaded_rates,manual
GBP_INR-2023-10-11,2023-10-11,GBP_INR,GBP,INR,105.5679,manual_uploaded_rates,manual
USD_INR-2023-10-11,2023-10-11,USD_INR,USD,INR,81.2893,manual_uploaded_rates,manual
EUR_INR-2023-10-11,2023-10-11,EUR_INR,EUR,INR,89.4211,manual_uploaded_rates,manual
GBP_USD-2023-10-11,2023-10-11,GBP_USD,GBP,USD,1.256297,manual_uploaded_rates,manual
EUR_GBP-2023-10-11,2023-10-11,EUR_GBP,EUR,GBP,0.818054,manual_uploaded_rates,manual
EUR_USD-2023-10-11,2023-10-11,EUR_USD,EUR,USD,1.061523,manual_uploaded_rates,manual
USD_GBP-2023-10-11,2023-10-11,USD_GBP,USD,GBP,0.759622,manual_uploaded_rates,manual
GBP_EUR-2023-10-11,2023-10-11,GBP_EUR,GBP,EUR,1.149171,manual_uploaded_rates,manual
GBP_INR-2023-10-12,2023-10-12,GBP_INR,GBP,INR,105.5256,manual_uploaded_rates,manual
USD_INR-2023-10-12,2023-10-12,USD_INR,USD,INR,81.2567,manual_uploaded_rates,manual
EUR_INR-2023-10-12,2023-10-12,EUR_INR,EUR,INR,89.3853,manual_uploaded_rates,manual
GBP_USD-2023-10-12,2023-10-12,GBP_USD,GBP,USD,1.255794,manual_uploaded_rates,manual
EUR_GBP-2023-10-12,2023-10-12,EUR_GBP,EUR,GBP,0.817726,manual_uploaded_rates,manual
EUR_USD-2023-10-12,2023-10-12,EUR_USD,EUR,USD,1.061097,manual_uploaded_rates,manual
USD_GBP-2023-10-12,2023-10-12,USD_GBP,USD,GBP,0.759317,manual_uploaded_rates,manual
GBP_EUR-2023-10-12,2023-10-12,GBP_EUR,GBP,EUR,1.148711,manual_uploaded_rates,manual
GBP_INR-2023-10-13,2023-10-13,GBP_INR,GBP,INR,105.491,manual_uploaded_rates,manual
USD_INR-2023-10-13,2023-10-13,USD_INR,USD,INR,81.23,manual_uploaded_rates,manual
EUR_INR-2023-10-13,2023-10-13,EUR_INR,EUR,INR,89.356,manual_uploaded_rates,manual
GBP_USD-2023-10-13,2023-10-13,GBP_USD,GBP,USD,1.255382,manual_uploaded_rates,manual
EUR_GBP-2023-10-13,2023-10-13,EUR_GBP,EUR,GBP,0.817458,manual_uploaded_rates,manual
EUR_USD-2023-10-13,2023-10-13,EUR_USD,EUR,USD,1.060749,manual_uploaded_rates,manual
USD_GBP-2023-10-13,2023-10-13,USD_GBP,USD,GBP,0.759068,manual_uploaded_rates,manual
GBP_EUR-2023-10-13,2023-10-13,GBP_EUR,GBP,EUR,1.148334,manual_uploaded_rates,manual
GBP_INR-2023-10-14,2023-10-14,GBP_INR,GBP,INR,105.4643,manual_uploaded_rates,manual
USD_INR-2023-10-14,2023-10-14,USD_INR,USD,INR,81.2094,manual_uploaded_rates,manual
EUR_INR-2023-10-14,2023-10-14,EUR_INR,EUR,INR,89.3333,manual_uploaded_rates,manual
GBP_USD-2023-10-14,2023-10-14,GBP_USD,GBP,USD,1.255064,manual_uploaded_rates,manual
EUR_GBP-2023-10-14,2023-10-14,EUR_GBP,EUR,GBP,0.817251,manual_uploaded_rates,manual
EUR_USD-2023-10-14,2023-10-14,EUR_USD,EUR,USD,1.06048,manual_uploaded_rates,manual
USD_GBP-2023-10-14,2023-10-14,USD_GBP,USD,GBP,0.758876,manual_uploaded_rates,manual
